track_name,track_artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Mafia Music,Rick Ross,hip hop,0.627,0.822,1,-5.909,1,0.249,0.0164,0,0.121,0.538,80.02,4IgP2sTH5RYOpx9gbHQyMT,256400,4
Lost in Thought,Funkdoobiest,hip hop,0.809,0.455,4,-13.11,0,0.149,0.066,0.00124,0.0734,0.688,92.426,0VOhoc5CtyjYLcCWy1Ds1t,219467,4
One Love,Whodini,hip hop,0.813,0.88,4,-4.877,0,0.157,0.0405,0,0.058,0.811,91.564,5e0QtFzdS173PmlevAaz7q,332880,4
Tiền Nhiều Để Làm Gì (feat. Gducky),RAP VIỆT,hip hop,0.515,0.754,11,-3.773,1,0.294,0.282,0,0.125,0.365,140.062,79ME0P8ch9estARqe674HK,248571,4
Middle of You,Wiz Khalifa,hip hop,0.651,0.926,8,-4.389,1,0.0669,0.0292,0,0.137,0.509,125.985,7gABRtnYyozg19rWwxTNwd,249313,4
OG Beeper,A$AP Rocky,hip hop,0.91,0.477,2,-5.259,1,0.418,0.121,0,0.305,0.313,145.994,5TX0mfUkpGlU6j2xa00ERx,155893,4
Everything's Good (Good Ass Outro),Chance the Rapper,hip hop,0.692,0.661,0,-9.611,1,0.381,0.0228,0.000168,0.101,0.135,155.943,2f4K9nhN2RaRsMGaXTO3zt,333380,4
La Fiesta,116,hip hop,0.773,0.812,9,-4.371,1,0.0687,0.0116,1.22e-05,0.0825,0.524,99.967,7nolfgxhiqtOp4L2LKJ50T,212651,4
Party at my Mama’s House,Yung Gravy,hip hop,0.831,0.741,11,-7.771,0,0.0622,0.0556,0,0.398,0.778,120.038,1dOMiP8kkuPkNs3S2EagUG,212565,4
Clock With No Hands,The Roots,hip hop,0.584,0.636,1,-8.848,1,0.36,0.0541,0.0591,0.177,0.452,85.04,0QBqHiW1USopX3eXNEK3Y9,263293,4
Rock 'N' Roll,Rezcoast Grizz,hip hop,0.679,0.365,11,-10.246,0,0.0719,0.438,2.66e-05,0.104,0.113,144.052,6nFr0v85GYqvGFUATDAFIh,204929,4
BedRock,Young Money,hip hop,0.734,0.667,8,-6.175,1,0.183,0.107,0,0.143,0.586,148.019,4IbfEQH5rWtgtS6lHGWzJI,288947,4
You Got Me,The Roots,hip hop,0.729,0.442,11,-8.106,0,0.285,0.151,0,0.189,0.757,81.029,45jaVwmulYqKWHDrXIhbFd,259307,4
Comfortable,Lil Wayne,hip hop,0.663,0.833,6,-7.732,0,0.0633,0.0154,4.71e-05,0.604,0.687,94.356,3qA5anXK4Nsg11nOhBe2CW,265200,4
Por Amor al Odio (Versión Jazz),Rafael Lechowski,hip hop,0.579,0.66,2,-7.394,0,0.0575,0.508,9.01e-06,0.135,0.578,90.135,48MRnIDd36Zp5XxFgYfEHg,438707,4
Si Señor,Control Machete,hip hop,0.846,0.852,0,-4.316,1,0.212,0.04,0.000574,0.325,0.696,94.019,4IsYuP5sVXgGsECj07jFAy,255893,4
Unfuckwittable,Kid Cudi,hip hop,0.561,0.829,10,-3.907,1,0.0462,0.00245,0.371,0.214,0.298,188.043,0jUie9UEhrUFWo683TC3KW,275747,4
Can I Kick It?,A Tribe Called Quest,hip hop,0.844,0.688,4,-8.594,0,0.291,0.145,0.00351,0.104,0.726,96.671,7kpeL1x9j7uKgPx6rVz7D7,265400,4
Been Thru The Storm,Black Thought,hip hop,0.718,0.658,6,-8.199,0,0.329,0.0351,0,0.31,0.685,90.31,71OeoQBHFPDGmWPrNl65sm,182653,3
Funk Paddle,Sevin,hip hop,0.921,0.392,10,-8.556,0,0.163,0.087,0,0.216,0.587,99.923,60DfK9zsSz8xszVsJldRl3,206545,4
Gặp Nhau Là Skrrtt (feat. 16 Typh & LeeBoo),RAP VIỆT,hip hop,0.723,0.8,3,-4.588,0,0.176,0.367,0,0.385,0.347,124.88,5FLgwSb4vP10d0nIo5N0tR,146880,4
Exhibit A,Jay Electronica,hip hop,0.474,0.719,9,-6.097,0,0.19,0.179,0,0.0779,0.142,85.941,3MahTJomELxGxWrJy6sym1,233258,4
Riot,Benjah,hip hop,0.721,0.71,5,-3.621,0,0.126,0.334,0,0.0896,0.744,154.532,3FdmMhnwtapxk24RXOnN8C,176973,4
Girls Ain't Nothing But Trouble - 1988 Extended Remix,DJ Jazzy Jeff & The Fresh Prince,hip hop,0.602,0.726,7,-8.937,1,0.248,0.00306,0,0.0379,0.693,97.765,2hdORQrsFcE0nm3rzLcfg9,289293,4
Rock N Roll Hall Of Fame - From SR3MM,Rae Sremmurd,hip hop,0.741,0.746,7,-4.34,0,0.0346,0.152,0,0.135,0.538,143.955,54inhxqvwEzNHd8KdjXKBm,266683,4
Logisch,Luuk,hip hop,0.838,0.608,5,-7.118,0,0.333,0.0719,0,0.218,0.488,145.959,2PkD5J9RRxDb4yoy0R011Z,200907,4
Don't Spoil It,CZARFACE,hip hop,0.908,0.73,10,-8.829,0,0.283,0.0322,0.00599,0.107,0.701,89.983,6rjciKpoIKaGufNr9niJir,99135,4
How I Got Over,The Roots,hip hop,0.637,0.793,5,-4.538,0,0.0821,0.00575,0,0.597,0.81,122.251,51bnnsURQ9bITMraBp4Vbu,213773,4
Laugh Now Cry Later,Black Milk,hip hop,0.517,0.651,1,-12.127,1,0.262,0.22,5.19e-06,0.248,0.524,89.109,3qL50ppIRokK3KHEm0uMgn,232716,4
Dance for Me,88GLAM,hip hop,0.912,0.465,8,-7.463,1,0.094,0.027,0,0.16,0.919,126.023,3Zprj0bhpyay7xIM1N6rXG,147907,4
Angels (feat. Saba),Chance the Rapper,hip hop,0.781,0.705,5,-5.172,0,0.363,0.271,0,0.363,0.726,78.01,5TmgLf3eXrAAfNIk5bURJL,205385,4
Limitations (feat. Casual & Del Tha Funkeé Homosapien),Souls Of Mischief,hip hop,0.753,0.552,7,-10.686,1,0.353,0.00245,5.43e-06,0.153,0.338,96.187,5r3mygnS9nfqQqz1I2cLLs,201147,4
Five Minutes of Funk,Whodini,hip hop,0.89,0.604,1,-11.438,1,0.0731,0.151,1.5e-05,0.222,0.924,107.181,47ZmGnh3ydxAlR3lHhzPuK,323400,4
Hun43rd,A$AP Rocky,hip hop,0.584,0.546,2,-9.321,1,0.0762,0.444,0,0.355,0.355,136.335,1r33iukEx0COYuBzyXPmPP,242747,4
Housewives,Bas,hip hop,0.552,0.661,8,-6.263,1,0.256,0.0403,1.12e-05,0.381,0.429,179.725,7e5z8Set6bsGDh8KIsZnoX,196160,3
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,hip hop,0.566,0.724,1,-4.574,1,0.323,0.00102,0,0.158,0.407,81.774,1eLSF6HfrRA0AsNmTkUlKx,225267,4
Kush Coma (feat. A$AP Rocky & Zelooperz),Danny Brown,hip hop,0.574,0.965,1,-4.643,1,0.116,0.00501,0,0.188,0.301,130.776,0FC0A4pl5mGYaS2JporIuU,281012,4
Crema,Akapellah,hip hop,0.497,0.545,1,-6.56,1,0.389,0.72,0,0.106,0.35,172.801,7na8pDyn2VVawmfh3vfzhP,199693,5
Positive Contact - Bonus Track - Charlie Clouser Remix,Deltron 3030,hip hop,0.693,0.918,10,-7.146,0,0.0389,0.00215,0.0661,0.413,0.832,105.003,0nNFD6VHH0ZJKYuRc3tyak,296133,4
Dirt Dogs,Dope D.O.D.,hip hop,0.771,0.98,5,-6.197,1,0.337,0.0657,1.83e-05,0.0902,0.343,139.959,3pfwo4xOVbZG07YYEZoSlj,196071,4
The Next Movement,Black Thought,hip hop,0.738,0.699,10,-8.168,0,0.396,0.0166,0,0.235,0.494,95.104,7kfzbXqQq3v7fuAvwZDum3,158933,4
Rocketeer,Far East Movement,hip hop,0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,45sDIKapDyxPl307QpEAwl,211253,4
Blues,Markul,hip hop,0.785,0.817,6,-4.272,1,0.167,0.159,4.15e-05,0.119,0.666,75.021,4bsZVa8gMggs3pbQAlV8eD,176115,4
Follow the Signs,Guru,hip hop,0.763,0.65,2,-8.481,1,0.0755,0.00775,0.912,0.134,0.889,155.137,44Cm4NSgNljVmg3EsyJGfK,275027,4
Hot Shower,Chance the Rapper,hip hop,0.899,0.509,9,-8.04,1,0.387,0.00157,0,0.0573,0.599,150.001,00ko9WaS4jOX1kEk3gvHjf,225924,4
Took the Money to the Plug's House,Benny The Butcher,hip hop,0.651,0.702,10,-8.87,0,0.364,0.673,0,0.253,0.772,81.041,0YNuDTUKajDpmNWjunPhdi,200000,4
Memphis City Blues,Ync Capo,hip hop,0.812,0.381,2,-11.519,1,0.282,0.026,0,0.16,0.345,106.027,6TvfInZq2WcjbtzJ7UQ9jY,184761,4
Spittin' Pollaseeds,Ice Cube,hip hop,0.743,0.544,10,-8.928,0,0.314,0.0462,0,0.253,0.641,89.063,3Hcw9o9xzt0d82qsIxdT89,302867,4
Still Strugglin',Raekwon,hip hop,0.731,0.701,1,-7.436,1,0.455,0.556,0,0.295,0.901,92.245,2GjdI973iM4W4Pl7Tckcke,137253,4
Real Days,Madlib,hip hop,0.759,0.688,7,-5.153,1,0.3,0.0171,0.000265,0.141,0.407,93.796,2Vcf3cVTOPD3a0Iq5ydHIL,200720,4
Jazzy,Octopizzo,hip hop,0.749,0.728,10,-5.488,0,0.192,0.0759,0,0.0758,0.89,99.896,2Il4MOAWNjPAoSS1LzKHbY,217207,4
Dance or Die (feat. Saul Williams),Janelle Monáe,hip hop,0.763,0.901,6,-8.328,1,0.165,0.0714,0.0109,0.251,0.762,119.968,4t18Py5qQvK6DriDoPkPrO,192507,4
Country to the City (feat. Jg Made Um Look),Bubba Sparxxx,hip hop,0.911,0.552,2,-8.311,1,0.199,0.00178,2.16e-06,0.0956,0.384,97.239,2L7mrYVvjtTssCK2hDI1zJ,332459,4
Tandtråd,Tjuvjakt,hip hop,0.744,0.857,11,-5.315,0,0.233,0.148,0,0.0897,0.843,137.809,1JiQnEwHSqqnb2als8i4Rv,242320,4
Rồng Rắn Lên Mây (feat. Thành Draw),RAP VIỆT,hip hop,0.733,0.886,1,-2.75,0,0.196,0.0972,0,0.109,0.713,139.916,4HjLFhVR4yfuoGi4lzBORm,215688,4
Vengamavan,Hiphop Tamizha,hip hop,0.559,0.986,7,-2.669,1,0.239,0.141,0.000134,0.128,0.253,149.974,2aH8bZkSxnK1NIFQLEpDiJ,217715,4
Balmain Jeans,Kid Cudi,hip hop,0.506,0.732,1,-6.294,1,0.0327,0.483,0.00133,0.0754,0.6,160.0,5mv1po6d9khHzWHp0C2yBs,327320,4
Summertime - Extended Club Mix,DJ Jazzy Jeff & The Fresh Prince,hip hop,0.717,0.657,7,-9.638,1,0.0763,0.0226,6.25e-05,0.237,0.522,95.26,3cZjBqoNVqpf43qSdhrNQT,342747,4
Something In The Way Of Things (In Town),The Roots,hip hop,0.416,0.744,11,-7.563,0,0.32,0.29,0,0.116,0.333,80.27,1Iouu0nwpkaFEnJIzc585q,406333,3
Raperz,Nanpa Básico,hip hop,0.782,0.673,9,-9.507,1,0.319,0.682,0.0152,0.274,0.749,171.882,4KoeYA4qUtnu6YZcgtPFas,205640,4
Short but Funky,Too $hort,hip hop,0.937,0.278,3,-15.843,0,0.0997,0.0212,3.96e-06,0.0288,0.796,98.011,6wgHXUrJziEmONrs4kioJe,253400,4
Pursuit Of Happiness (Nightmare),Kid Cudi,hip hop,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,7tvCWJAZuHUC8c4yqaB1YF,295293,4
Trailer Park Hollywood,Yelawolf,hip hop,0.705,0.681,10,-5.764,0,0.118,0.00911,0,0.256,0.519,86.007,1G3YOUoHADFEaijWZcW3vy,237333,4
Sleeper Car,Aesop Rock,hip hop,0.637,0.813,8,-5.9,1,0.0818,0.0215,0.637,0.0588,0.476,84.963,12Crmkx1VzG1gme79AzEsP,221560,4
Another Special Announcement,DJ Jazzy Jeff & The Fresh Prince,hip hop,0.747,0.694,1,-8.361,0,0.443,0.0629,0,0.0961,0.575,93.455,4ximqJfvuXqk2afeAhYMua,132000,4
Dedicated,Funkdoobiest,hip hop,0.715,0.409,0,-13.717,0,0.35,0.0793,0.00422,0.0779,0.411,171.904,5Qp4onPqJ8UQ80e3wxw5w3,271067,4
Purple Swag,A$AP Rocky,hip hop,0.611,0.571,2,-8.833,1,0.167,0.0457,0,0.127,0.35,115.01,51cqtusY2TwC6mbN8Vz8iA,118560,4
TYM,Dom Kennedy,hip hop,0.769,0.755,7,-4.125,0,0.352,0.282,0,0.197,0.644,82.006,1KElJ5zE6L0CFaxxFb6Msg,168321,4
Road To The Riches,Kool G Rap,hip hop,0.859,0.687,7,-14.9,1,0.241,0.0208,0,0.159,0.378,99.642,2V7BGxa9Bso5xoL1l7hitV,316867,4
HUMBLE.,Kendrick Lamar,hip hop,0.908,0.587,9,-7.339,1,0.103,0.000357,4.87e-05,0.0779,0.387,150.008,2DlQcKIzEdIKu3adk0xVLD,177640,4
Front Porch,Nappy Roots,hip hop,0.868,0.653,7,-6.418,0,0.0318,0.0823,0,0.0775,0.188,109.975,6Orep6yo0nfivVlUGC8UmU,282107,4
Concerto of a Desperado,Black Thought,hip hop,0.696,0.586,11,-8.111,0,0.199,0.0364,0,0.438,0.551,93.178,3lrTBxhKrGOJaLPUMBwzur,113253,4
Ill Bomb,Funkmaster Flex,hip hop,0.714,0.887,7,-5.419,1,0.294,0.0369,0.11,0.0503,0.87,96.155,7e3YBmI6nHIvx2tevyLdeV,241627,4
Sarsaparilla,MF DOOM,hip hop,0.839,0.477,4,-13.572,0,0.066,0.316,0.868,0.107,0.963,94.29,4TvrfON5ksyNXQyrTArULi,124373,4
Table Of Contents (Pts 1 & 2),The Roots,hip hop,0.496,0.626,1,-12.791,1,0.445,0.0257,4.73e-06,0.47,0.763,94.63,2SbcpTTc6ot1QaohrcValR,217333,4
Better Off,Benjah,hip hop,0.8,0.596,11,-3.886,1,0.0895,0.458,0,0.32,0.595,94.075,4pHUqnLAFcialrg5IZQ7Wg,202291,4
Gettin' It (feat. Parliament Funkadelic),Too $hort,hip hop,0.9,0.465,6,-3.421,1,0.207,0.265,0,0.0853,0.805,84.076,4zAdU7RCpIcPAnwZpxjwS7,263200,4
Dave Vs. US,The Roots,hip hop,0.664,0.48,1,-13.579,0,0.782,0.56,0.000159,0.142,0.74,99.251,5HwNnfvYZWfBNw0sCIDnDS,50493,4
Nothin',N.O.R.E.,hip hop,0.792,0.864,3,-6.118,0,0.152,0.317,1.12e-06,0.27,0.744,97.017,1t0S6tZZiTfUdHaIWOf1iS,264653,4
Sick & Tired - Ant Hmlton Main,Nappy Roots,hip hop,0.658,0.857,9,-3.498,0,0.321,0.0198,0,0.205,0.551,86.231,6sGSYX9iPQsLDvmja3oWZb,260760,4
Money Dance,Rick Ross,hip hop,0.641,0.713,6,-3.785,0,0.172,0.0984,0,0.0812,0.374,87.52,77fWL7hrNkrDyZHu7LyiNF,457347,4
Purity (feat. Frank Ocean),A$AP Rocky,hip hop,0.593,0.37,11,-11.674,0,0.397,0.832,0,0.108,0.312,135.391,2MF4HtZHBoUliOi9nOAbS0,262360,4
Fever,KrispyLife Kidd,hip hop,0.539,0.746,9,-5.91,1,0.127,0.0136,0,0.476,0.182,128.337,5ZXUC24VGdHSNXmthHxwxq,89156,5
Episode XIV,Madlib,hip hop,0.648,0.849,1,-6.1,0,0.0578,5.09e-05,0.000658,0.477,0.225,92.144,5YWYQ4eqfRuMbCVcQ7AXBZ,70826,4
"Feels So Good (feat. A$AP Ferg, A$AP Nast, A$AP Rocky & A$AP Twelvyy)",A$AP Mob,hip hop,0.881,0.369,10,-10.844,1,0.194,0.354,0.00379,0.0988,0.101,76.989,2GDurWqMjyoIN4tufyWMHw,205668,4
See The Same Hoes,Mobb Deep,hip hop,0.677,0.67,2,-7.071,1,0.277,0.126,0,0.0877,0.714,103.135,13Kp0Y70ZiW8qMeWdbre1z,155600,4
Still Struggling,Raekwon,hip hop,0.718,0.756,1,-5.769,1,0.418,0.493,0,0.411,0.924,92.132,1w3GzY4RFGbxPKKUYgyzbp,138360,4
WeFight/WeLove,Q-Tip,hip hop,0.914,0.415,4,-7.68,0,0.0654,0.241,0.00392,0.113,0.741,95.499,3SNNkt4dsdqkWpJwxdGNs6,287387,4
Here We Kum - En Vivo Desde Rusia/2010,Molotov,hip hop,0.643,0.946,9,-5.475,1,0.0374,0.0124,5.44e-06,0.379,0.757,120.029,06V8pmhkPpcilmHbdhaQ4O,273027,4
Love Of My Life (An Ode To Hip Hop) - Album Version Edit,Erykah Badu,hip hop,0.67,0.509,7,-7.268,1,0.504,0.174,7.49e-06,0.166,0.525,175.08,1z7QCZCv2dTlcImc4G35ND,230387,4
Weekend Seazon,Young Droop,hip hop,0.84,0.741,7,-8.302,1,0.289,0.00583,0,0.137,0.659,88.026,2z0MMXhu6kymU0j4oW5gE9,230573,4
Blood Meridian,ILL Bill,hip hop,0.562,0.774,10,-3.829,0,0.181,0.00589,0,0.341,0.505,89.836,0mrIHRdbFmk5DNGe6wP3PQ,165360,4
Rock Star,N.E.R.D,hip hop,0.692,0.948,11,-6.182,0,0.0473,0.0384,0,0.423,0.935,121.997,2mwQngo1HlX5mftxYcM48a,229467,4
"Single Pasanga - From ""Natpe Thunai""",Hiphop Tamizha,hip hop,0.751,0.895,6,-3.268,0,0.205,0.21,0,0.0696,0.866,138.046,1v0qrCkDBqA0cKHgEqCxzw,224458,4
Stuntin' Like My Daddy - Street,Birdman,hip hop,0.71,0.882,5,-6.648,0,0.04,0.00908,0,0.162,0.806,160.012,4Vi8MamTBv2zpoP23oiM4x,267293,4
Ghetto Vet,Ice Cube,hip hop,0.592,0.834,2,-7.28,1,0.344,0.0677,0,0.725,0.593,178.661,5oc70i45QAxUeE9mj5dAsB,278307,4
Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,hip hop,0.698,0.969,10,-3.667,0,0.249,0.115,0,0.313,0.751,100.177,43lcJvStbsHhR10KLT6FXX,228653,4
Back Roads,Nappy Roots,hip hop,0.713,0.487,9,-8.579,1,0.138,0.112,0,0.0849,0.316,78.929,3atwmpwoWbMwgLxPUzd0CO,256275,4
House of the Rising Drum,Delinquent Habits,hip hop,0.746,0.863,6,-7.723,0,0.171,0.00809,6.01e-05,0.57,0.869,104.372,125Lz4KWSwhCvtP44FkKQI,202267,4
Manejando Bien Rápido,Millonario,hip hop,0.919,0.523,1,-6.225,1,0.321,0.0471,2e-06,0.0972,0.345,125.978,1hCC3RC6ejfozK6wflQjod,220947,4
Check Yo Self,Ice Cube,hip hop,0.848,0.663,1,-6.703,1,0.173,0.121,0.000923,0.113,0.743,101.072,6juIzbXd7ERNLhYCcOpi7u,222467,4
Move,Charizma,hip hop,0.759,0.73,4,-8.082,0,0.266,0.217,1.97e-06,0.278,0.748,100.138,34VTYgK0gF5jV7MRPqJRGK,76974,4
Bare Essentials,Quakers,hip hop,0.507,0.756,5,-7.339,0,0.17,0.111,0,0.253,0.749,93.846,72u2hVqvZTt0ypYVj1yjyS,147386,4
Nuketown,Ski Mask The Slump God,hip hop,0.808,0.617,10,-9.32,0,0.442,0.111,0,0.734,0.632,149.96,2paYh3aPDtPgPVDLOOmncR,166400,4
bad vibes forever,XXXTENTACION,hip hop,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,03eJ2DclFWXYU8GWgANdmZ,150475,4
Da Rockwilder,Method Man,hip hop,0.673,0.623,6,-8.327,0,0.428,0.012,0,0.375,0.441,99.769,1x9v0R8SxqY2uG1FknfxHf,139673,4
Legend,Scarlxrd,hip hop,0.715,0.72,0,-6.348,0,0.107,0.0571,0,0.101,0.357,149.991,4POkbmbYgwmlCoxZv1Wtun,194456,4
Agrimony,MF DOOM,hip hop,0.778,0.775,6,-9.83,1,0.0547,0.0909,0.962,0.0701,0.942,92.979,6ykfYOROsix43qIlcxz3vV,127840,4
Dance (A$$) Remix,Big Sean,hip hop,0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,3ZAMtgYJFoHwJjFkhkXqKr,220293,4
High John,MF DOOM,hip hop,0.623,0.454,6,-10.878,1,0.13,0.00201,0.611,0.265,0.558,81.214,2pQLm2Hk3R236JeXPUP47L,142840,4
Te Amo,Ken-Y,hip hop,0.708,0.827,1,-4.713,0,0.0289,0.154,0,0.339,0.874,137.961,4qA6OxAKSWRXz6wTqPPWMH,238680,4
Frat House,Slaughterhouse,hip hop,0.597,0.919,1,-4.645,0,0.231,0.0529,0,0.157,0.366,93.941,7DcZTn5JK3SJPFqb74b4h0,228053,4
Summertime - Single Edit,DJ Jazzy Jeff & The Fresh Prince,hip hop,0.614,0.752,7,-6.271,1,0.0652,0.00328,0,0.379,0.444,95.018,5cFcWAWIcnV38t4YCWQiZZ,237093,4
Dragon Ball Rap 1.5,Porta,hip hop,0.766,0.94,1,-3.636,1,0.0851,0.273,0,0.422,0.93,109.977,4sV3Jupzb7drmm1BU7DY7K,289396,4
For What It's Worth,Jay Rock,hip hop,0.805,0.537,0,-7.215,1,0.431,0.426,3.87e-06,0.218,0.535,144.045,2E332aF5PwLmxrLOhuh3FF,186720,4
Shake Ya Tailfeather - Radio Edit,Murphy Lee,hip hop,0.709,0.727,1,-7.093,1,0.269,0.146,0,0.191,0.886,87.667,3rOnQu210Tm9R0xx4ngTqe,295562,4
Take Another Hit,Mr. Knightowl,hip hop,0.694,0.54,1,-5.971,1,0.2,0.0325,0,0.288,0.362,68.421,5w3fM145EMldU9NcoqhvaU,292880,4
Star/Pointro - Album Version (Edited),The Roots,hip hop,0.686,0.77,5,-6.149,1,0.488,0.335,2.03e-06,0.135,0.478,89.999,2kDcawxPteyClZPZjdQTOC,456147,4
You're in Shambles,Del The Funky Homosapien,hip hop,0.736,0.8,2,-8.046,1,0.216,0.194,1.82e-06,0.0631,0.52,90.289,4fz8raityYVPiyNfkmFHf1,207040,4
Gimme Tha Power - En Vivo Desde Rusia/2010,Molotov,hip hop,0.559,0.837,1,-5.634,0,0.0404,0.352,6.12e-05,0.401,0.718,80.977,0Hj07dMek52Z90S7H9MnfE,260173,4
Heavy Metal,Conejo,hip hop,0.488,0.966,9,-5.277,1,0.457,0.077,1.28e-05,0.978,0.616,130.911,2rkCI3tfRm7mnP5Op4oWtk,153600,3
Jazzy Belle,OutKast,hip hop,0.878,0.65,11,-8.08,0,0.252,0.0178,0,0.0408,0.101,92.03,6w4MlvpuxtbjGdL9YeTx89,251667,4
Rockstar,Lil Migo,hip hop,0.959,0.459,2,-6.297,1,0.351,0.0293,0,0.377,0.675,122.975,6VfYstlYa70wcAxA3EPQCK,125074,4
We All We Got,Dopeboy Ra,hip hop,0.961,0.451,8,-11.119,1,0.724,0.249,0,0.38,0.393,115.03,4DmzmIfwXiMVLvfq0REhA5,212924,4
Jazzy's In The House - Edit,DJ Jazzy Jeff & The Fresh Prince,hip hop,0.847,0.668,6,-13.665,0,0.21,0.00968,0.772,0.0511,0.723,105.978,3xuuVDAzHWfCt0N8vIWLvs,182493,4
Ghost Of Soulja Slim,Jay Electronica,hip hop,0.236,0.947,6,-6.373,1,0.595,0.0209,0,0.412,0.246,86.641,4T9PRL2ykQDKxgF3XWsPga,266373,4
Usual Suspects,Rick Ross,hip hop,0.665,0.665,6,-5.813,0,0.223,0.0684,0,0.714,0.461,88.839,0pLsXbw42HG26VemoBA5l7,314853,4
The Spark,The Roots,hip hop,0.76,0.682,7,-6.232,1,0.331,0.224,0,0.253,0.676,91.836,3PgQPQVhsJ9xyKNdCcrqlS,232133,4
Rising Down,The Roots,hip hop,0.559,0.62,1,-3.104,1,0.17,0.00114,0,0.434,0.156,171.594,2cn8ehlqQ2ioIQVNAI5a6D,220027,4
Universal Struggle,Guru,hip hop,0.666,0.502,6,-11.8,0,0.121,0.0366,0.736,0.17,0.628,175.996,79RzF388d58tiNmlRl1S1T,212867,4
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,hip hop,0.76,0.755,6,-4.735,0,0.19,0.0163,2.95e-06,0.0909,0.517,101.993,6Vdyu21iT8qScU1haSjWUU,171647,4
Episode XXIII,Madlib,hip hop,0.804,0.631,0,-10.021,0,0.169,0.0264,0.854,0.379,0.634,173.777,0UiAzdtCwINe5UVjhyoVgD,101333,4
Emblica Officinalis,MF DOOM,hip hop,0.57,0.541,11,-6.758,1,0.0554,0.0876,0.916,0.129,0.581,173.684,2uQBaxUoOlkLc1jmTjMUjI,290773,4
Country Life,South Park Mexican,hip hop,0.783,0.881,9,-4.341,0,0.258,0.0136,0,0.0474,0.624,79.009,3PqEDiCTxcmZxFTWfBSD9P,273267,4
Funky Ho'$,Joey Bada$$,hip hop,0.686,0.692,0,-5.573,0,0.323,0.482,0,0.169,0.649,173.78,1rZvU5sb2E8LuJTAqEdAiw,269357,3
Gold Digger,Dave East,hip hop,0.676,0.701,8,-5.14,1,0.284,0.0166,2.98e-06,0.179,0.582,129.933,4VyIIkTJ8o9h0qQ3uKEAwO,251987,4
We Are,DJ Jazzy Jeff,hip hop,0.707,0.648,6,-9.14,1,0.405,0.633,0,0.0922,0.801,98.911,4WjIXDFf5N1vFlJt6slej0,252467,4
"Self Destruction* - Live in Paris, France - 1990",Boogie Down Productions,hip hop,0.7,0.826,6,-10.586,0,0.235,0.474,0,0.737,0.636,105.16,7tND27DBgdF9vioGKRv5vj,121640,4
City of Sin,The Game,hip hop,0.253,0.439,6,-8.817,1,0.0276,0.666,0.0432,0.198,0.192,144.642,4ewIjOPMjPcbvHVZ1458Sh,103943,4
The Winds of War,Jedi Mind Tricks,hip hop,0.692,0.775,7,-6.013,1,0.253,0.0185,0,0.198,0.302,92.211,01GXZLnOlE0JrretSFAfsw,197400,4
Break It Down,DJ Jazzy Jeff,hip hop,0.812,0.84,6,-6.773,1,0.469,0.177,2.51e-06,0.603,0.815,95.962,4yxhnpgUIcpEn3stkdoKpF,271640,4
Pressure Beat,Kero One,hip hop,0.782,0.494,6,-9.293,1,0.0454,0.00563,0.692,0.0981,0.408,114.987,3GXsqh4DGXeYbPgglZaCm2,187181,4
"He's the DJ, I'm the Rapper",DJ Jazzy Jeff & The Fresh Prince,hip hop,0.791,0.824,7,-10.668,1,0.19,0.103,2.89e-06,0.369,0.841,115.723,4WpNAzyYdo45RsBuaRBTj4,296333,4
Mind Playing Tricks on Me,Geto Boys,hip hop,0.884,0.358,10,-17.725,0,0.25,0.244,0,0.116,0.483,94.019,64uU86Hl4Hy0ZpFAsA5oZd,311000,4
Electrónica,El Gran Silencio,hip hop,0.605,0.958,7,-5.443,1,0.208,0.00137,2.11e-05,0.174,0.678,165.093,2itI2tPE6IjRjuZykFiEcA,177049,4
Funk Mission,8Ball & MJG,hip hop,0.603,0.691,7,-6.997,1,0.322,0.221,0,0.176,0.544,79.889,3XJ8HkPBgjAMSrhlpla25F,311333,4
I Can Make It,REASON,hip hop,0.759,0.482,0,-6.385,1,0.407,0.253,0,0.0372,0.849,80.95,36ihGPfIrRqwQGl9kYMyGs,237034,4
Shallots,MF DOOM,hip hop,0.701,0.83,11,-9.339,0,0.0812,0.016,0.952,0.0469,0.895,102.346,2Ur1tpXiC2hR0AUvElaaru,124066,4
A Little Soul,Pete Rock,hip hop,0.727,0.605,10,-8.303,0,0.0711,0.00781,0.83,0.224,0.687,181.539,00t78SKl7PHj3KfQ54fenL,341200,4
Best Of You (feat. Mýa) // Busted - SKIT,Tory Lanez,hip hop,0.482,0.651,5,-9.282,0,0.464,0.16,2.03e-06,0.274,0.472,102.651,1q7Szyq0lzE8P93aYW5Wvg,231919,4
